Marke,Modell,Farbe,Erstzulassung,Jahr,Preis (Euro),Leistung (kW),Leistung (PS),Getriebe,Kraftstoff,Verbrauch (l/100 km),Verbrauch (g/km),Kilometerstand (km)
mazda,Mazda MX-30,schwarz,11/2020,2020,20970,107.0,145.0,Automatik,Elektro,,,35456.0
mazda,Mazda CX-5,schwarz,08/2020,2020,27890,135.0,184.0,Automatik,Diesel,5.5,145.0,63267.0
mazda,Mazda CX-5,schwarz,04/2020,2020,26999,135.0,184.0,Automatik,Diesel,5.5,145.0,80314.0
mazda,Mazda CX-30,schwarz,11/2020,2020,25490,90.0,122.0,Automatik,Benzin,,,29000.0
mazda,Mazda 3,schwarz,06/2020,2020,23990,90.0,122.0,Schaltgetriebe,Benzin,5.2,119.0,46845.0
mazda,Mazda CX-30,schwarz,07/2020,2020,23950,90.0,122.0,Schaltgetriebe,Benzin,5.1,121.0,23500.0
mazda,Mazda 6,schwarz,03/2020,2020,22990,135.0,184.0,Automatik,Diesel,5.1,134.0,115378.0
mazda,Mazda CX-3,schwarz,12/2020,2020,21831,89.0,121.0,Schaltgetriebe,Benzin,6.2,141.0,18800.0
mazda,Mazda CX-30,schwarz,01/2020,2020,23490,90.0,122.0,Schaltgetriebe,Benzin,5.3,121.0,27469.0
mazda,Mazda CX-5,schwarz,01/2020,2020,31990,143.0,194.0,Automatik,Benzin,7.2,164.0,26400.0
mazda,Mazda 6,schwarz,03/2020,2020,28440,135.0,184.0,Automatik,Diesel,,,62243.0
mazda,Mazda MX-30,schwarz,12/2020,2020,23390,107.0,145.0,Automatik,Elektro,,,12187.0
mazda,Mazda CX-30,silber,02/2020,2020,24190,132.0,179.0,Schaltgetriebe,Benzin,4.6,105.0,57514.0
mazda,Mazda CX-30,silber,05/2020,2020,24999,132.0,179.0,Schaltgetriebe,Benzin,4.6,105.0,53500.0
mazda,Mazda CX-5,silber,05/2020,2020,28999,110.0,150.0,Schaltgetriebe,Diesel,5.0,151.0,9560.0
mazda,Mazda CX-5,silber,05/2020,2020,33990,143.0,194.0,Automatik,Benzin,7.4,169.0,8189.0
mazda,Mazda MX-30,silber,10/2020,2020,19490,107.0,145.0,Automatik,Elektro,,0.0,65200.0
mazda,Mazda CX-30,violett,02/2020,2020,24900,90.0,122.0,Automatik,Benzin,,0.0,38890.0
mazda,Mazda 6,weiß,03/2020,2020,24560,110.0,150.0,Schaltgetriebe,Diesel,4.5,119.0,43098.0
mazda,Mazda CX-5,weiß,02/2020,2020,26990,121.0,165.0,Schaltgetriebe,Benzin,6.4,146.0,26250.0
mazda,Mazda MX-30,weiß,09/2020,2020,24450,81.0,110.0,Automatik,Elektro,,,23082.0
mazda,Mazda MX-30,weiß,10/2020,2020,20500,107.0,145.0,Automatik,Elektro,,,16100.0
mazda,Mazda MX-30,weiß,11/2020,2020,20180,107.0,145.0,Automatik,Elektro,,0.0,42800.0
mazda,Mazda MX-30,weiß,11/2020,2020,20750,107.0,145.0,Automatik,Elektro,,,27158.0
mazda,Mazda 3,weiß,07/2020,2020,20290,85.0,116.0,Automatik,Diesel,4.7,121.0,52538.0
mazda,Mazda 2,weiß,11/2020,2020,12999,55.0,75.0,Schaltgetriebe,Benzin,4.1,94.0,34800.0
mazda,Mazda MX-30,weiß,12/2020,2020,22999,,,Automatik,Elektro,,,18000.0
mazda,Mazda 3,weiß,07/2020,2020,20900,90.0,122.0,Schaltgetriebe,Benzin,6.0,136.0,33200.0
mazda,Mazda MX-5,weiß,06/2020,2020,32000,135.0,184.0,Schaltgetriebe,Benzin,6.9,156.0,11541.0
mazda,Mazda 3,weiß,05/2020,2020,22500,110.0,150.0,Automatik,Benzin,6.5,147.0,40000.0
mazda,Mazda 3,weiß,11/2020,2020,24990,110.0,150.0,Schaltgetriebe,Benzin,5.1,136.0,35614.0
mazda,Mazda CX-30,weiß,05/2020,2020,22990,90.0,122.0,Schaltgetriebe,Benzin,5.1,116.0,26550.0
mazda,Mazda CX-30,weiß,04/2020,2020,23980,90.0,122.0,Schaltgetriebe,Benzin,5.1,116.0,23777.0
mazda,Mazda MX-30,weiß,12/2020,2020,22880,107.0,145.0,Automatik,Elektro,,,24821.0
mercedes-benz,Mercedes-Benz GLC 200,beige,04/2020,2020,29990,120.0,163.0,Automatik,Diesel,5.2,137.0,168458.0
mercedes-benz,Mercedes-Benz G 63 AMG,beige,07/2020,2020,214900,430.0,585.0,Automatik,Benzin,13.1,299.0,29500.0
mercedes-benz,Mercedes-Benz G 400,beige,01/2020,2020,148980,243.0,330.0,Automatik,Diesel,,,55039.0
mercedes-benz,Mercedes-Benz A 200,beige,11/2020,2020,28480,120.0,163.0,Automatik,Benzin,5.3,120.0,15807.0
mercedes-benz,Mercedes-Benz GLC 300,beige,02/2020,2020,43990,190.0,258.0,Automatik,Benzin,7.1,162.0,37812.0
mercedes-benz,Mercedes-Benz E 220,beige,08/2020,2020,38900,143.0,194.0,Automatik,Diesel,4.9,148.0,34600.0
mercedes-benz,Mercedes-Benz C 180,beige,11/2020,2020,34499,115.0,156.0,Automatik,Benzin,6.4,147.0,29783.0
mercedes-benz,Mercedes-Benz E 200,beige,08/2020,2020,26700,118.0,160.0,Automatik,Diesel,4.4,117.0,130000.0
mercedes-benz,Mercedes-Benz E 220,beige,07/2020,2020,31890,143.0,194.0,Automatik,Diesel,4.5,118.0,165000.0
mercedes-benz,Mercedes-Benz E 200,beige,11/2020,2020,28990,118.0,160.0,Automatik,Diesel,4.2,110.0,112016.0
mercedes-benz,Mercedes-Benz B 180,beige,10/2020,2020,27890,100.0,136.0,Schaltgetriebe,Benzin,,,25326.0
mercedes-benz,Mercedes-Benz Vito,beige,10/2020,2020,60000,176.0,239.0,Automatik,Diesel,6.3,,27000.0
mercedes-benz,Mercedes-Benz Citan,beige,10/2020,2020,19900,70.0,95.0,Schaltgetriebe,Diesel,4.5,119.0,48500.0
mercedes-benz,Mercedes-Benz A 35 AMG,blau,04/2020,2020,56500,225.0,306.0,Automatik,Benzin,,,47000.0
mercedes-benz,Mercedes-Benz EQC 400,blau,12/2020,2020,49890,300.0,408.0,Automatik,Elektro,,0.0,23781.0
mercedes-benz,Mercedes-Benz EQC 400,blau,12/2020,2020,51500,300.0,408.0,Automatik,Elektro,,0.0,16300.0
mercedes-benz,Mercedes-Benz CLA 200,blau,01/2020,2020,33000,120.0,163.0,Automatik,Benzin,5.4,125.0,50000.0
mercedes-benz,Mercedes-Benz EQC 400,blau,12/2020,2020,46880,300.0,408.0,Automatik,Elektro,,,39682.0
mercedes-benz,Mercedes-Benz C 220,blau,04/2020,2020,27500,143.0,194.0,Automatik,Diesel,4.3,114.0,78891.0
mercedes-benz,Mercedes-Benz V 300,blau,07/2020,2020,60990,176.0,239.0,Automatik,Diesel,5.9,154.0,83911.0
mercedes-benz,Mercedes-Benz C 300,blau,05/2020,2020,34990,190.0,258.0,Automatik,Benzin,6.0,136.0,9300.0
mercedes-benz,Mercedes-Benz V 250,blau,07/2020,2020,49990,140.0,190.0,Automatik,Diesel,,,32642.0
mercedes-benz,Mercedes-Benz V 300,blau,02/2020,2020,59990,176.0,239.0,Automatik,Diesel,5.9,154.0,37100.0
mercedes-benz,Mercedes-Benz CLA 45 AMG,blau,07/2020,2020,59550,310.0,421.0,Automatik,Benzin,8.5,192.0,44199.0
mercedes-benz,Mercedes-Benz AMG GT,blau,03/2020,2020,133800,470.0,639.0,Automatik,Benzin,11.3,257.0,43000.0
mercedes-benz,Mercedes-Benz C 43 AMG,blau,01/2020,2020,45950,287.0,390.0,Automatik,Benzin,,208.0,109999.0
mercedes-benz,Mercedes-Benz C 400,blau,03/2020,2020,40500,245.0,333.0,Automatik,Benzin,9.3,211.0,40000.0
mercedes-benz,Mercedes-Benz S 63 AMG,blau,06/2020,2020,97780,450.0,612.0,Automatik,Benzin,11.9,270.0,69914.0
mercedes-benz,Mercedes-Benz E 350,blau,06/2020,2020,39990,220.0,299.0,Automatik,Benzin,7.0,161.0,37341.0
mercedes-benz,Mercedes-Benz C 180,blau,03/2020,2020,35500,115.0,156.0,Schaltgetriebe,Benzin,,0.0,11360.0
mercedes-benz,Mercedes-Benz CLS 350,blau,01/2020,2020,55890,210.0,286.0,Automatik,Diesel,5.7,152.0,58000.0
mercedes-benz,Mercedes-Benz E 300,blau,11/2020,2020,44999,155.0,211.0,Automatik,Hybrid,1.6,36.0,12000.0
mercedes-benz,Mercedes-Benz C 200,blau,08/2020,2020,31000,146.0,199.0,Automatik,Benzin,5.9,135.0,28500.0
mercedes-benz,Mercedes-Benz C 300,blau,04/2020,2020,39280,180.0,245.0,Automatik,Diesel,5.8,153.0,55570.0
mercedes-benz,Mercedes-Benz EQC 400,blau,12/2020,2020,48680,300.0,408.0,Automatik,Elektro,,0.0,11070.0
mercedes-benz,Mercedes-Benz E 300,blau,02/2020,2020,38980,225.0,306.0,Automatik,Hybrid (Elektro/Diesel),1.3,34.0,54727.0
mercedes-benz,Mercedes-Benz C 200,blau,05/2020,2020,36835,135.0,184.0,Automatik,Benzin,6.9,158.0,18267.0
mercedes-benz,Mercedes-Benz C 300,blau,10/2020,2020,39480,190.0,258.0,Automatik,Benzin,6.5,175.0,22187.0
mercedes-benz,Mercedes-Benz A 250,blau,07/2020,2020,29950,160.0,218.0,Automatik,Hybrid,1.4,32.0,23400.0
mercedes-benz,Mercedes-Benz GLS 580,blau,06/2020,2020,122900,360.0,489.0,Automatik,Benzin,,246.0,31340.0
mercedes-benz,Mercedes-Benz AMG GT,blau,01/2020,2020,98990,320.0,435.0,Automatik,Benzin,9.4,215.0,27462.0
mercedes-benz,Mercedes-Benz E 220,blau,05/2020,2020,41990,143.0,194.0,Automatik,Diesel,4.9,129.0,42785.0
mercedes-benz,Mercedes-Benz AMG GT,blau,10/2020,2020,130900,410.0,557.0,Automatik,Benzin,12.8,291.0,33800.0
mercedes-benz,Mercedes-Benz GLE 63 AMG,blau,09/2020,2020,114995,450.0,612.0,Automatik,Hybrid,11.5,262.0,94000.0
mercedes-benz,Mercedes-Benz E 300,blau,07/2020,2020,58990,190.0,258.0,Automatik,Benzin,7.0,160.0,36000.0
mercedes-benz,Mercedes-Benz GLC 300,blau,10/2020,2020,55498,180.0,245.0,Automatik,Diesel,5.9,178.0,49513.0
mercedes-benz,Mercedes-Benz GLC 300,blau,11/2020,2020,49767,143.0,194.0,Automatik,Hybrid (Elektro/Diesel),,,28676.0
mercedes-benz,Mercedes-Benz C 180,blau,02/2020,2020,28900,115.0,156.0,Schaltgetriebe,Benzin,6.9,155.0,14692.0
mercedes-benz,Mercedes-Benz C 300,blau,11/2020,2020,52880,190.0,258.0,Automatik,Benzin,6.3,144.0,16820.0
mercedes-benz,Mercedes-Benz C 400,blau,01/2020,2020,50990,245.0,333.0,Automatik,Benzin,8.0,182.0,39624.0
mercedes-benz,Mercedes-Benz S 560,blau,11/2020,2020,79900,270.0,367.0,Automatik,Hybrid,,100.0,26356.0
mercedes-benz,Mercedes-Benz Sprinter,blau,10/2020,2020,41960,105.0,143.0,Schaltgetriebe,Diesel,8.4,250.0,11277.0
mercedes-benz,Mercedes-Benz E 450,blau,04/2020,2020,49000,270.0,367.0,Automatik,Benzin,8.5,194.0,7100.0
mercedes-benz,Mercedes-Benz AMG GT,blau,09/2020,2020,164770,410.0,557.0,Automatik,Benzin,13.0,298.0,9000.0
mercedes-benz,Mercedes-Benz V 250,blau,10/2020,2020,62840,140.0,190.0,Automatik,Diesel,8.4,219.0,30650.0
mercedes-benz,Mercedes-Benz E 200,blau,05/2020,2020,29970,155.0,211.0,Automatik,Hybrid,6.4,146.0,107140.0
mercedes-benz,Mercedes-Benz E 220,blau,02/2020,2020,42990,143.0,194.0,Automatik,Diesel,4.5,118.0,28700.0
mercedes-benz,Mercedes-Benz X 350,blau,01/2020,2020,54990,190.0,258.0,Automatik,Diesel,8.4,222.0,44756.0
mercedes-benz,Mercedes-Benz G 350,blau,07/2020,2020,139890,210.0,286.0,Automatik,Diesel,8.7,229.0,58500.0
mercedes-benz,Mercedes-Benz Vito,blau,10/2020,2020,44990,100.0,136.0,Automatik,Diesel,7.2,189.0,35000.0
mercedes-benz,Mercedes-Benz,blau,06/2020,2020,55871,120.0,163.0,Automatik,Diesel,,,52000.0
mercedes-benz,Mercedes-Benz E 300,blau,01/2020,2020,31900,225.0,306.0,Automatik,Hybrid (Elektro/Diesel),1.6,41.0,123475.0
mercedes-benz,Mercedes-Benz SL 500,blau,04/2020,2020,89999,335.0,455.0,Automatik,Benzin,,,11060.0
mercedes-benz,Mercedes-Benz E 300,blau,04/2020,2020,45999,180.0,245.0,Automatik,Diesel,5.2,138.0,79000.0
mercedes-benz,Mercedes-Benz C 200,blau,10/2020,2020,32980,118.0,160.0,Automatik,Diesel,5.0,132.0,15850.0
mercedes-benz,Mercedes-Benz GLE 350,blau,05/2020,2020,67890,200.0,272.0,Automatik,Diesel,6.8,179.0,67771.0
mercedes-benz,Mercedes-Benz CLS 300,blau,02/2020,2020,57990,180.0,245.0,Automatik,Diesel,,0.0,37360.0
mercedes-benz,Mercedes-Benz C 300,blau,03/2020,2020,32890,225.0,306.0,Automatik,Hybrid (Elektro/Diesel),1.5,34.0,29010.0
mercedes-benz,Mercedes-Benz GLC 63 AMG,blau,01/2020,2020,68999,350.0,476.0,Automatik,Benzin,12.1,275.0,69873.0
mercedes-benz,Mercedes-Benz GLA 250,blau,09/2020,2020,43890,165.0,224.0,Automatik,Benzin,7.1,163.0,43000.0
mercedes-benz,Mercedes-Benz GLE 350,blau,08/2020,2020,72500,200.0,272.0,Automatik,Diesel,6.9,182.0,44000.0
mercedes-benz,Mercedes-Benz GLE 580,blau,08/2020,2020,88890,360.0,489.0,Automatik,Benzin,11.6,264.0,30010.0
mercedes-benz,Mercedes-Benz C 300,blau,03/2020,2020,35990,180.0,245.0,Automatik,Diesel,,0.0,46034.0
mercedes-benz,Mercedes-Benz E 220,blau,06/2020,2020,33990,143.0,194.0,Automatik,Diesel,4.8,125.0,53177.0
mercedes-benz,Mercedes-Benz GLE 63 AMG,blau,10/2020,2020,129490,450.0,612.0,Automatik,Benzin,11.5,263.0,43200.0
mercedes-benz,Mercedes-Benz C 220,blau,04/2020,2020,30990,143.0,194.0,Automatik,Diesel,5.6,148.0,39646.0
mercedes-benz,Mercedes-Benz C 400,blau,07/2020,2020,55840,245.0,333.0,Automatik,Benzin,8.7,198.0,11287.0
mercedes-benz,Mercedes-Benz GLA 200,blau,06/2020,2020,37990,120.0,163.0,Automatik,Benzin,,,14800.0
mercedes-benz,Mercedes-Benz A 250,blau,07/2020,2020,36999,165.0,224.0,Automatik,Benzin,,,36240.0
mercedes-benz,Mercedes-Benz C 300,blau,01/2020,2020,31890,200.0,272.0,Automatik,Benzin,6.5,149.0,74718.0
mercedes-benz,Mercedes-Benz CLA 180,blau,11/2020,2020,32650,100.0,136.0,Automatik,Benzin,5.7,130.0,15750.0
mercedes-benz,Mercedes-Benz GLC 43 AMG,blau,06/2020,2020,64950,287.0,390.0,Automatik,Benzin,10.2,232.0,25826.0
mercedes-benz,Mercedes-Benz GLC 300,blau,10/2020,2020,42980,235.0,320.0,Automatik,Hybrid,2.3,52.0,47047.0
mercedes-benz,Mercedes-Benz V 300,blau,07/2020,2020,66900,176.0,239.0,Automatik,Diesel,7.5,196.0,19500.0
mercedes-benz,Mercedes-Benz E 200,blau,12/2020,2020,53080,145.0,197.0,Automatik,Benzin,7.1,163.0,11750.0
mercedes-benz,Mercedes-Benz C 300,blau,05/2020,2020,38970,180.0,245.0,Automatik,Diesel,5.9,155.0,43465.0
mercedes-benz,Mercedes-Benz C 300,blau,07/2020,2020,35900,155.0,211.0,Automatik,Hybrid,7.0,165.0,24065.0
mercedes-benz,Mercedes-Benz E 200,blau,03/2020,2020,39880,145.0,197.0,Automatik,Benzin,6.6,151.0,18146.0
mercedes-benz,Mercedes-Benz C 400,blau,09/2020,2020,44224,245.0,333.0,Automatik,Benzin,7.9,181.0,41856.0
mercedes-benz,Mercedes-Benz B 220,blau,07/2020,2020,31311,140.0,190.0,Automatik,Diesel,,0.0,9871.0
mercedes-benz,Mercedes-Benz GLB 250,blau,10/2020,2020,43280,165.0,224.0,Automatik,Benzin,6.7,177.0,19150.0
mercedes-benz,Mercedes-Benz C 300,blau,12/2020,2020,45449,190.0,258.0,Automatik,Benzin,7.5,171.0,33090.0
mercedes-benz,Mercedes-Benz E 300,blau,09/2020,2020,45770,143.0,194.0,Automatik,Hybrid (Elektro/Diesel),5.7,151.0,19870.0
mercedes-benz,Mercedes-Benz C 220,blau,04/2020,2020,39970,143.0,194.0,Automatik,Diesel,4.3,114.0,30000.0
mercedes-benz,Mercedes-Benz C 300,blau,02/2020,2020,39679,180.0,245.0,Automatik,Diesel,4.9,129.0,18603.0
mercedes-benz,Mercedes-Benz E 300,blau,02/2020,2020,35190,180.0,245.0,Automatik,Diesel,5.3,140.0,43297.0
mercedes-benz,Mercedes-Benz B 180,blau,10/2020,2020,28590,85.0,116.0,Automatik,Diesel,4.1,109.0,39000.0
mercedes-benz,Mercedes-Benz E 63 AMG,blau,07/2020,2020,118999,450.0,612.0,Automatik,Benzin,,0.0,3163.0
mercedes-benz,Mercedes-Benz GLE 350,blau,02/2020,2020,68990,190.0,258.0,Automatik,Diesel,7.8,205.0,39909.0
mercedes-benz,Mercedes-Benz E 300,blau,09/2020,2020,45970,143.0,194.0,Automatik,Hybrid (Elektro/Diesel),5.7,151.0,19870.0
mercedes-benz,Mercedes-Benz E 400,blau,08/2020,2020,57690,250.0,340.0,Automatik,Diesel,6.0,157.0,38943.0
mercedes-benz,Mercedes-Benz GLC 400,blau,09/2020,2020,51100,243.0,330.0,Automatik,Diesel,7.3,191.0,48275.0
mercedes-benz,Mercedes-Benz CLS 400,blau,12/2020,2020,64590,243.0,330.0,Automatik,Diesel,,0.0,23156.0
mercedes-benz,Mercedes-Benz Vito,blau,04/2020,2020,23780,100.0,136.0,Schaltgetriebe,Diesel,6.8,180.0,70000.0
mercedes-benz,Mercedes-Benz E 400,blau,10/2020,2020,54789,243.0,330.0,Automatik,Diesel,6.6,174.0,38837.0
mercedes-benz,Mercedes-Benz Vito,blau,07/2020,2020,44150,100.0,136.0,Automatik,Diesel,6.5,172.0,10000.0
mercedes-benz,Mercedes-Benz B 180,blau,08/2020,2020,24950,85.0,116.0,Automatik,Diesel,4.6,120.0,44903.0
mercedes-benz,Mercedes-Benz B 220,blau,12/2020,2020,33940,140.0,190.0,Automatik,Diesel,4.4,135.0,7828.0
mercedes-benz,Mercedes-Benz B 220,blau,12/2020,2020,33940,140.0,190.0,Automatik,Diesel,4.4,135.0,7828.0
mercedes-benz,Mercedes-Benz Sprinter,blau,11/2020,2020,29189,84.0,114.0,Schaltgetriebe,Diesel,7.7,204.0,39302.0
mercedes-benz,Mercedes-Benz GLC 400,blau,08/2020,2020,53970,243.0,330.0,Automatik,Diesel,6.4,168.0,23000.0
mercedes-benz,Mercedes-Benz E 400,blau,10/2020,2020,54989,243.0,330.0,Automatik,Diesel,6.6,174.0,38837.0
mercedes-benz,Mercedes-Benz C 300,blau,06/2020,2020,38750,225.0,306.0,Automatik,Hybrid (Elektro/Diesel),,,14250.0
mercedes-benz,Mercedes-Benz C 180,blau,12/2020,2020,30380,115.0,156.0,Automatik,Benzin,7.0,159.0,17631.0
mercedes-benz,Mercedes-Benz E 200,blau,02/2020,2020,32900,118.0,160.0,Automatik,Diesel,4.2,110.0,54600.0
mercedes-benz,Mercedes-Benz C 63 AMG,blau,11/2020,2020,99800,375.0,510.0,Automatik,Benzin,,0.0,35600.0
mercedes-benz,Mercedes-Benz B 250,blau,03/2020,2020,34600,165.0,224.0,Automatik,Benzin,,,16823.0
mercedes-benz,Mercedes-Benz E 300,blau,11/2020,2020,49979,143.0,194.0,Automatik,Hybrid (Elektro/Diesel),,,34079.0
mercedes-benz,Mercedes-Benz GLC 63 AMG,blau,07/2020,2020,74750,450.0,612.0,Automatik,Benzin,9.9,227.0,58690.0
mercedes-benz,Mercedes-Benz C 300,blau,07/2020,2020,39750,180.0,245.0,Automatik,Diesel,6.0,157.0,36450.0
mercedes-benz,Mercedes-Benz C 300,blau,07/2020,2020,39950,180.0,245.0,Automatik,Diesel,6.0,157.0,36450.0
mercedes-benz,Mercedes-Benz GLB 200,blau,07/2020,2020,35899,120.0,163.0,Automatik,Benzin,5.9,134.0,30666.0
mercedes-benz,Mercedes-Benz GLC 200,blau,03/2020,2020,53849,145.0,197.0,Automatik,Benzin,7.4,169.0,44283.0
mercedes-benz,Mercedes-Benz V 250,blau,12/2020,2020,35830,140.0,190.0,Automatik,Diesel,5.9,156.0,27917.0
mercedes-benz,Mercedes-Benz GLB 200,blau,02/2020,2020,49900,110.0,150.0,Automatik,Diesel,4.8,145.0,20660.0
mercedes-benz,Mercedes-Benz E 200,blau,12/2020,2020,39800,145.0,197.0,Automatik,Benzin,8.1,183.0,30335.0
mercedes-benz,Mercedes-Benz C 300,blau,07/2020,2020,25880,180.0,245.0,Automatik,Diesel,5.5,145.0,47860.0
mercedes-benz,Mercedes-Benz B 250,blau,10/2020,2020,50900,118.0,160.0,Automatik,Hybrid,1.4,32.0,68000.0
mercedes-benz,Mercedes-Benz C 400,blau,12/2020,2020,46570,245.0,333.0,Automatik,Benzin,9.3,211.0,39427.0
mercedes-benz,Mercedes-Benz C 300,blau,07/2020,2020,39370,190.0,258.0,Automatik,Benzin,8.0,183.0,10440.0
mercedes-benz,Mercedes-Benz C 300,blau,12/2020,2020,53770,180.0,245.0,Automatik,Diesel,6.0,156.0,46041.0
mercedes-benz,Mercedes-Benz GLC 400,blau,08/2020,2020,48780,243.0,330.0,Automatik,Diesel,6.4,168.0,23000.0
mercedes-benz,Mercedes-Benz E 300,blau,02/2020,2020,55190,180.0,245.0,Automatik,Diesel,5.3,140.0,43297.0
mercedes-benz,Mercedes-Benz E 53 AMG,blau,01/2020,2020,26980,320.0,435.0,Automatik,Benzin,8.9,203.0,85159.0
mercedes-benz,Mercedes-Benz GLC 400,blau,01/2020,2020,46770,243.0,330.0,Automatik,Diesel,6.4,170.0,57919.0
mercedes-benz,Mercedes-Benz CLA 180,blau,02/2020,2020,26780,100.0,136.0,Schaltgetriebe,Benzin,5.5,126.0,29300.0
mercedes-benz,Mercedes-Benz E 400,blau,07/2020,2020,46990,250.0,340.0,Automatik,Diesel,5.7,150.0,82000.0
mercedes-benz,Mercedes-Benz GLS 580,blau,05/2020,2020,127950,360.0,489.0,Automatik,Benzin,9.8,223.0,57702.0
mercedes-benz,Mercedes-Benz V 300,blau,03/2020,2020,64890,176.0,239.0,Automatik,Diesel,,0.0,54700.0
mercedes-benz,Mercedes-Benz E 400,blau,02/2020,2020,49000,250.0,340.0,Automatik,Diesel,5.8,152.0,76000.0
mercedes-benz,Mercedes-Benz EQC 400,blau,02/2020,2020,54990,300.0,408.0,Automatik,Elektro,,,51543.0
mercedes-benz,Mercedes-Benz C 300,blau,05/2020,2020,47500,190.0,258.0,Automatik,Benzin,,,20800.0
mercedes-benz,Mercedes-Benz C 300,blau,05/2020,2020,38770,180.0,245.0,Automatik,Diesel,5.9,155.0,43465.0
mercedes-benz,Mercedes-Benz E 400,blau,12/2020,2020,52499,243.0,330.0,Automatik,Diesel,6.1,161.0,72922.0
mercedes-benz,Mercedes-Benz E 450,blau,09/2020,2020,53590,270.0,367.0,Automatik,Benzin,8.1,187.0,70947.0
mercedes-benz,Mercedes-Benz E 200,blau,11/2020,2020,29850,118.0,160.0,Automatik,Diesel,4.4,117.0,94041.0
mercedes-benz,Mercedes-Benz Vito,blau,12/2020,2020,29499,100.0,136.0,Schaltgetriebe,Diesel,,,26000.0
mercedes-benz,Mercedes-Benz A 220,blau,06/2020,2020,31900,140.0,190.0,Automatik,Benzin,6.3,143.0,9400.0
mercedes-benz,Mercedes-Benz C 300,blau,11/2020,2020,36790,180.0,245.0,Automatik,Diesel,5.5,145.0,44857.0
mercedes-benz,Mercedes-Benz GLC 220,blau,04/2020,2020,36990,143.0,194.0,Automatik,Diesel,5.3,140.0,75921.0
mercedes-benz,Mercedes-Benz E 220,blau,03/2020,2020,35485,143.0,194.0,Automatik,Diesel,5.7,151.0,28275.0
mercedes-benz,Mercedes-Benz GLE 63 AMG,blau,10/2020,2020,129490,450.0,612.0,Automatik,Benzin,11.5,263.0,43200.0
mercedes-benz,Mercedes-Benz S 560,blau,01/2020,2020,81970,270.0,367.0,Automatik,Hybrid,2.5,57.0,9377.0
mercedes-benz,Mercedes-Benz E 300,blau,01/2020,2020,35089,143.0,194.0,Automatik,Hybrid (Elektro/Diesel),,,71968.0
mercedes-benz,Mercedes-Benz GLC 200,blau,05/2020,2020,40490,145.0,197.0,Automatik,Benzin,7.3,166.0,35100.0
mercedes-benz,Mercedes-Benz B 200,blau,11/2020,2020,28500,120.0,163.0,Schaltgetriebe,Benzin,5.4,123.0,13859.0
mercedes-benz,Mercedes-Benz E 220,blau,04/2020,2020,48000,143.0,194.0,Automatik,Diesel,5.0,,97000.0
mercedes-benz,Mercedes-Benz E 220,blau,02/2020,2020,47894,143.0,194.0,Automatik,Diesel,4.6,122.0,28999.0
mercedes-benz,Mercedes-Benz A 250,blau,07/2020,2020,36999,165.0,224.0,Automatik,Benzin,5.9,134.0,36240.0
mercedes-benz,Mercedes-Benz C 300,blau,09/2020,2020,34850,143.0,194.0,Automatik,Hybrid (Elektro/Diesel),,,85892.0
mercedes-benz,Mercedes-Benz E 400,blau,12/2020,2020,62670,243.0,330.0,Automatik,Diesel,6.7,176.0,28300.0
mercedes-benz,Mercedes-Benz EQC 400,blau,03/2020,2020,48880,300.0,408.0,Automatik,Elektro,,,34605.0
mercedes-benz,Mercedes-Benz E 220,blau,10/2020,2020,46950,143.0,194.0,Automatik,Diesel,5.4,143.0,12340.0
mercedes-benz,Mercedes-Benz C 63 AMG,blau,11/2020,2020,83890,375.0,510.0,Automatik,Benzin,,,49800.0
mercedes-benz,Mercedes-Benz GLA 45 AMG,blau,09/2020,2020,60500,310.0,421.0,Automatik,Benzin,,,17000.0
mercedes-benz,Mercedes-Benz E 300,blau,05/2020,2020,49399,180.0,245.0,Automatik,Diesel,5.2,138.0,73000.0
mercedes-benz,Mercedes-Benz GLC 300,blau,07/2020,2020,52900,155.0,211.0,Automatik,Hybrid,8.5,203.0,20300.0
mercedes-benz,Mercedes-Benz GLC 400,blau,01/2020,2020,54990,243.0,330.0,Automatik,Diesel,6.4,170.0,57919.0
mercedes-benz,Mercedes-Benz GLC 400,blau,01/2020,2020,54990,243.0,330.0,Automatik,Diesel,6.4,170.0,57919.0
mercedes-benz,Mercedes-Benz C 300,blau,09/2020,2020,34390,155.0,211.0,Automatik,Hybrid,1.7,39.0,33045.0
mercedes-benz,Mercedes-Benz E 300,blau,03/2020,2020,34880,225.0,306.0,Automatik,Hybrid (Elektro/Diesel),1.6,42.0,49980.0
mercedes-benz,Mercedes-Benz Vito,blau,02/2020,2020,43880,140.0,190.0,Automatik,Diesel,6.6,174.0,99899.0
mercedes-benz,Mercedes-Benz GLB 250,blau,02/2020,2020,46789,165.0,224.0,Automatik,Benzin,7.4,191.0,34908.0
mercedes-benz,Mercedes-Benz A 250,blau,01/2020,2020,33969,165.0,224.0,Automatik,Benzin,7.2,162.0,32373.0
mercedes-benz,Mercedes-Benz GLC 300,blau,09/2020,2020,50729,190.0,258.0,Automatik,Benzin,8.8,198.0,17600.0
mercedes-benz,Mercedes-Benz CLA 220,blau,02/2020,2020,38680,140.0,190.0,Automatik,Benzin,7.1,160.0,34100.0
mercedes-benz,Mercedes-Benz GLS 400,blau,03/2020,2020,84490,243.0,330.0,Automatik,Diesel,7.1,187.0,123797.0
