Marke,Modell,Farbe,Erstzulassung,Jahr,Preis (Euro),Leistung (kW),Leistung (PS),Getriebe,Kraftstoff,Verbrauch (l/100 km),Verbrauch (g/km),Kilometerstand (km)
maserati,Maserati Ghibli,schwarz,06/2020,2020,72900,257.0,349.0,Automatik,Benzin,11.0,255.0,8988.0
maserati,Maserati Levante,schwarz,03/2020,2020,64855,257.0,349.0,Automatik,Benzin,11.6,267.0,52534.0
maserati,Maserati GranTurismo,schwarz,08/2020,2020,159999,338.0,460.0,Automatik,Benzin,14.3,312.0,3817.0
maserati,Maserati Levante,schwarz,04/2020,2020,69985,202.0,275.0,Automatik,Diesel,8.3,218.0,63000.0
maserati,Maserati Levante,schwarz,04/2020,2020,64990,202.0,275.0,Automatik,Diesel,11.6,268.0,70000.0
maserati,Maserati GranCabrio,schwarz,05/2020,2020,143333,338.0,460.0,Automatik,Benzin,14.5,328.0,24583.0
maserati,Maserati GranTurismo,schwarz,03/2020,2020,142222,338.0,460.0,Automatik,Benzin,14.3,313.0,29853.0
maserati,Maserati Levante,schwarz,03/2020,2020,72900,316.0,430.0,Automatik,Benzin,,,35000.0
maserati,Maserati Levante,schwarz,01/2020,2020,108500,390.0,530.0,Automatik,Benzin,,,25900.0
maserati,Maserati Levante,schwarz,01/2020,2020,99999,390.0,530.0,Automatik,Benzin,,0.0,59212.0
maserati,Maserati Levante,schwarz,06/2020,2020,59990,202.0,275.0,Automatik,Diesel,7.9,208.0,59800.0
maserati,Maserati Ghibli,weiß,07/2020,2020,46950,316.0,430.0,Automatik,Benzin,,,30569.0
maserati,Maserati Ghibli,weiß,11/2020,2020,69790,243.0,330.0,Automatik,Hybrid,7.2,164.0,15009.0
maserati,Maserati GranTurismo,weiß,08/2020,2020,145899,338.0,460.0,Automatik,Benzin,14.3,313.0,1977.0
maserati,Maserati Levante,weiß,06/2020,2020,78900,316.0,430.0,Automatik,Benzin,12.0,272.0,9500.0
maserati,Maserati GranTurismo,weiß,08/2020,2020,145899,338.0,460.0,Automatik,Benzin,14.3,313.0,1977.0
maserati,Maserati Levante,weiß,06/2020,2020,56900,257.0,349.0,Automatik,Benzin,11.6,,69500.0
maserati,Maserati GranCabrio,weiß,03/2020,2020,109000,338.0,460.0,Automatik,Benzin,,,16800.0
maserati,Maserati Levante,weiß,01/2020,2020,79999,316.0,430.0,Automatik,Benzin,15.6,282.0,26811.0
maserati,Maserati Levante,weiß,07/2020,2020,106666,390.0,530.0,Automatik,Benzin,12.0,272.0,30284.0
mazda,Mazda 3,blau,05/2020,2020,20985,90.0,122.0,Schaltgetriebe,Benzin,5.2,119.0,46725.0
mazda,Mazda 6,blau,08/2020,2020,27650,110.0,150.0,Schaltgetriebe,Diesel,5.1,135.0,29101.0
mazda,Mazda CX-5,blau,12/2020,2020,29450,143.0,194.0,Automatik,Benzin,7.4,169.0,18100.0
mazda,Mazda CX-5,blau,03/2020,2020,29999,143.0,194.0,Automatik,Benzin,7.4,169.0,28758.0
mazda,Mazda 2,blau,09/2020,2020,15295,66.0,90.0,Schaltgetriebe,Benzin,4.1,,37000.0
mazda,Mazda 3,blau,01/2020,2020,22980,85.0,116.0,Schaltgetriebe,Diesel,,,41260.0
mazda,Mazda 2,blau,10/2020,2020,18790,66.0,90.0,Automatik,Benzin,5.2,118.0,5539.0
mazda,Mazda CX-30,blau,01/2020,2020,22990,85.0,116.0,Schaltgetriebe,Diesel,4.4,0.0,53812.0
mazda,Mazda 3,blau,08/2020,2020,22990,90.0,122.0,Schaltgetriebe,Benzin,5.2,119.0,28000.0
mazda,Mazda 2,blau,01/2020,2020,16690,66.0,90.0,Schaltgetriebe,Hybrid,4.1,120.0,23376.0
mazda,Mazda,blau,04/2020,2020,20950,90.0,122.0,Schaltgetriebe,Benzin,5.1,116.0,10871.0
mazda,Mazda CX-5,blau,07/2020,2020,27950,143.0,194.0,Automatik,Benzin,7.1,161.0,69500.0
mazda,Mazda CX-30,blau,11/2020,2020,25660,110.0,150.0,Schaltgetriebe,Hybrid,5.1,116.0,9919.0
mazda,Mazda,blau,12/2020,2020,28990,135.0,184.0,Schaltgetriebe,Diesel,4.8,126.0,29945.0
mazda,Mazda CX-30,blau,10/2020,2020,25980,110.0,150.0,Automatik,Benzin,5.5,126.0,9972.0
mazda,Mazda CX-5,blau,05/2020,2020,27888,143.0,194.0,Automatik,Benzin,7.1,161.0,46200.0
mazda,Mazda CX-3,blau,09/2020,2020,20890,132.0,179.0,Schaltgetriebe,Benzin,4.6,105.0,71000.0
mazda,Mazda CX-30,blau,02/2020,2020,23598,132.0,179.0,Schaltgetriebe,Benzin,5.9,133.0,44300.0
mazda,Mazda 6,blau,01/2020,2020,19490,135.0,184.0,Automatik,Diesel,5.1,133.0,150000.0
mazda,Mazda 3,blau,01/2020,2020,23500,132.0,179.0,Schaltgetriebe,Benzin,4.5,102.0,34802.0
mazda,Mazda CX-30,blau,04/2020,2020,24980,132.0,179.0,Automatik,Benzin,5.2,118.0,52400.0
mazda,Mazda 3,blau,02/2020,2020,25990,132.0,179.0,Automatik,Benzin,5.2,117.0,21500.0
mazda,Mazda CX-30,blau,01/2020,2020,26450,132.0,179.0,Schaltgetriebe,Hybrid,4.6,105.0,8400.0
mazda,Mazda CX-5,blau,09/2020,2020,26000,143.0,194.0,Automatik,Benzin,,,50000.0
mazda,Mazda 6,blau,10/2020,2020,25990,121.0,165.0,Schaltgetriebe,Benzin,6.5,148.0,44427.0
mazda,Mazda CX-5,blau,06/2020,2020,25900,121.0,165.0,Schaltgetriebe,Benzin,6.4,146.0,30418.0
mazda,Mazda 3,blau,09/2020,2020,21931,110.0,150.0,Schaltgetriebe,Benzin,5.1,116.0,63573.0
mazda,Mazda 6,blau,03/2020,2020,27660,135.0,184.0,Automatik,Diesel,5.1,134.0,56948.0
mazda,Mazda 2,blau,09/2020,2020,13900,55.0,75.0,Schaltgetriebe,Benzin,4.1,,30000.0
mazda,Mazda 3,blau,07/2020,2020,25980,90.0,122.0,Schaltgetriebe,Benzin,5.0,112.0,16040.0
mazda,Mazda CX-5,blau,04/2020,2020,20990,110.0,150.0,Automatik,Diesel,5.0,130.0,149000.0
mazda,Mazda CX-30,blau,01/2020,2020,22990,90.0,122.0,Schaltgetriebe,Benzin,5.1,116.0,42499.0
mazda,Mazda CX-5,braun,09/2020,2020,30950,143.0,194.0,Automatik,Benzin,7.4,169.0,35540.0
mazda,Mazda CX-30,braun,06/2020,2020,25980,90.0,122.0,Automatik,Benzin,5.5,126.0,36000.0
mazda,Mazda CX-3,braun,08/2020,2020,18850,90.0,122.0,Schaltgetriebe,Benzin,5.1,116.0,36000.0
mazda,Mazda,braun,10/2020,2020,27950,135.0,184.0,Automatik,Diesel,5.1,133.0,55600.0
mazda,Mazda 6,braun,01/2020,2020,28990,135.0,184.0,Automatik,Diesel,4.8,0.0,19985.0
mazda,Mazda 3,braun,12/2020,2020,21990,90.0,122.0,Schaltgetriebe,Benzin,5.0,113.0,11000.0
mazda,Mazda CX-30,braun,02/2020,2020,23890,132.0,179.0,Schaltgetriebe,Benzin,4.6,105.0,44550.0
mazda,Mazda 6,braun,06/2020,2020,25480,135.0,184.0,Schaltgetriebe,Diesel,4.8,126.0,47657.0
mazda,Mazda CX-5,braun,09/2020,2020,29980,135.0,184.0,Automatik,Diesel,5.6,147.0,62000.0
mazda,Mazda CX-5,braun,04/2020,2020,29980,143.0,194.0,Automatik,Benzin,7.1,161.0,39115.0
mazda,Mazda CX-5,braun,09/2020,2020,31150,143.0,194.0,Automatik,Benzin,7.4,169.0,35540.0
mazda,Mazda CX-5,braun,04/2020,2020,30180,143.0,194.0,Automatik,Benzin,7.1,161.0,39115.0
mazda,Mazda CX-30,bronze,02/2020,2020,20900,85.0,116.0,Automatik,Diesel,4.7,,42395.0
mazda,Mazda,grau,05/2020,2020,24980,132.0,179.0,Automatik,Hybrid,5.2,117.0,22800.0
mazda,Mazda MX-30,grau,11/2020,2020,22980,107.0,145.0,Automatik,Elektro,,,8672.0
mazda,Mazda MX-30,grau,11/2020,2020,20990,107.0,145.0,Automatik,Elektro,,0.0,7301.0
mazda,Mazda CX-30,grau,08/2020,2020,24500,90.0,122.0,Automatik,Benzin,6.0,136.0,55054.0
mazda,Mazda,grau,08/2020,2020,27950,110.0,150.0,Automatik,Diesel,5.1,134.0,25800.0
mazda,Mazda CX-5,grau,07/2020,2020,30580,135.0,184.0,Schaltgetriebe,Diesel,5.2,137.0,19590.0
mazda,Mazda CX-30,grau,01/2020,2020,23650,90.0,122.0,Schaltgetriebe,Benzin,5.1,116.0,18500.0
mazda,Mazda CX-30,grau,11/2020,2020,27580,132.0,179.0,Automatik,Benzin,5.6,128.0,28990.0
mazda,Mazda,grau,02/2020,2020,25790,132.0,179.0,Automatik,Benzin,5.2,117.0,46548.0
mazda,Mazda 6,grau,05/2020,2020,23990,121.0,165.0,Schaltgetriebe,Benzin,6.6,150.0,49559.0
mazda,Mazda MX-30,grau,11/2020,2020,20950,81.0,110.0,Automatik,Elektro,,,21165.0
mazda,Mazda CX-30,grau,11/2020,2020,21900,110.0,150.0,Schaltgetriebe,Benzin,5.1,116.0,32600.0
mazda,Mazda MX-30,grau,12/2020,2020,21970,107.0,145.0,Automatik,Elektro,,,8399.0
mazda,Mazda,grau,09/2020,2020,24890,132.0,179.0,Automatik,Hybrid,5.3,120.0,45057.0
mazda,Mazda CX-30,grau,03/2020,2020,21490,132.0,179.0,Schaltgetriebe,Benzin,4.6,105.0,39772.0
mazda,Mazda CX-5,grau,06/2020,2020,30780,135.0,184.0,Schaltgetriebe,Diesel,5.2,137.0,19490.0
mazda,Mazda CX-30,grau,06/2020,2020,20950,90.0,122.0,Schaltgetriebe,Benzin,5.1,116.0,28265.0
mazda,Mazda,grau,09/2020,2020,25950,132.0,179.0,Automatik,Benzin,5.5,125.0,13637.0
mazda,Mazda CX-5,grau,03/2020,2020,24998,121.0,165.0,Schaltgetriebe,Benzin,7.4,168.0,49500.0
mazda,Mazda CX-30,grau,05/2020,2020,24890,110.0,150.0,Automatik,Benzin,5.5,151.0,53595.0
mazda,Mazda CX-5,grau,11/2020,2020,29900,135.0,184.0,Schaltgetriebe,Diesel,5.2,137.0,37394.0
mazda,Mazda 6,grau,03/2020,2020,28980,135.0,184.0,Automatik,Diesel,5.1,219.0,69100.0
mazda,Mazda 3,grau,03/2020,2020,24565,132.0,179.0,Automatik,Benzin,5.2,117.0,34775.0
mazda,Mazda CX-5,grau,11/2020,2020,29970,135.0,184.0,Automatik,Diesel,5.5,145.0,67000.0
mazda,Mazda 6,grau,09/2020,2020,28990,135.0,184.0,Automatik,Diesel,5.1,134.0,38600.0
mazda,Mazda CX-30,grau,05/2020,2020,22800,110.0,150.0,Schaltgetriebe,Benzin,5.1,116.0,25600.0
mazda,Mazda MX-30,grau,11/2020,2020,23980,107.0,145.0,Automatik,Elektro,,,29999.0
mazda,Mazda CX-5,grau,02/2020,2020,26990,135.0,184.0,Automatik,Diesel,5.5,145.0,90639.0
mazda,Mazda CX-30,grau,05/2020,2020,27900,132.0,179.0,Automatik,Benzin,5.2,118.0,30600.0
mazda,Mazda CX-5,grau,01/2020,2020,30880,143.0,194.0,Automatik,Benzin,7.1,161.0,49987.0
mazda,Mazda CX-30,grau,07/2020,2020,28949,90.0,122.0,Schaltgetriebe,Benzin,5.3,121.0,5600.0
mazda,Mazda CX-30,grau,08/2020,2020,25990,90.0,122.0,Automatik,Benzin,5.5,126.0,15290.0
mazda,Mazda CX-30,grau,06/2020,2020,24490,85.0,116.0,Schaltgetriebe,Diesel,4.4,116.0,15890.0
mazda,Mazda CX-30,grau,09/2020,2020,23885,90.0,122.0,Schaltgetriebe,Benzin,5.1,116.0,22971.0
mazda,Mazda 6,grau,08/2020,2020,25590,135.0,184.0,Schaltgetriebe,Diesel,5.5,144.0,43886.0
mazda,Mazda CX-5,grau,05/2020,2020,31990,143.0,194.0,Automatik,Benzin,,,26100.0
mazda,Mazda CX-5,grau,01/2020,2020,22950,110.0,150.0,Automatik,Diesel,6.5,171.0,98624.0
mazda,Mazda MX-5,grau,12/2020,2020,25720,97.0,132.0,Schaltgetriebe,Benzin,,0.0,10355.0
mazda,Mazda CX-5,grau,07/2020,2020,32290,135.0,184.0,Automatik,Diesel,5.6,147.0,39290.0
mazda,Mazda CX-30,grau,07/2020,2020,29990,90.0,122.0,Automatik,Hybrid,6.0,136.0,2049.0
mazda,Mazda CX-5,grau,09/2020,2020,33940,143.0,194.0,Automatik,Benzin,7.4,169.0,16935.0
mazda,Mazda CX-30,grau,06/2020,2020,25390,132.0,179.0,Schaltgetriebe,Hybrid,4.6,105.0,35337.0
mazda,Mazda CX-5,grau,08/2020,2020,30990,143.0,194.0,Automatik,Benzin,7.4,169.0,44500.0
mazda,Mazda CX-5,grau,08/2020,2020,30890,143.0,194.0,Automatik,Benzin,7.2,164.0,39950.0
mazda,Mazda CX-30,grau,03/2020,2020,23900,90.0,122.0,Schaltgetriebe,Benzin,5.1,116.0,30000.0
mazda,Mazda CX-30,grau,10/2020,2020,23900,85.0,116.0,Schaltgetriebe,Diesel,5.1,135.0,35500.0
mazda,Mazda 3,grau,06/2020,2020,22250,90.0,122.0,Schaltgetriebe,Benzin,5.2,119.0,32000.0
mazda,Mazda MX-5,grau,07/2020,2020,27555,97.0,132.0,Schaltgetriebe,Benzin,6.1,138.0,1000.0
mazda,Mazda CX-5,grau,12/2020,2020,32490,143.0,194.0,Automatik,Benzin,7.4,169.0,45900.0
mazda,Mazda CX-30,grau,06/2020,2020,25700,132.0,179.0,Schaltgetriebe,Benzin,5.9,133.0,21000.0
mazda,Mazda CX-30,grau,03/2020,2020,21600,90.0,122.0,Schaltgetriebe,Benzin,5.1,116.0,19000.0
mazda,Mazda MX-30,grau,12/2020,2020,20960,81.0,110.0,Automatik,Elektro,,,24784.0
mazda,Mazda CX-30,grau,09/2020,2020,23190,85.0,116.0,Schaltgetriebe,Diesel,4.4,135.0,42967.0
mazda,Mazda 6,grau,03/2020,2020,30900,143.0,194.0,Automatik,Benzin,,,9456.0
mazda,Mazda CX-5,grau,05/2020,2020,26950,121.0,165.0,Schaltgetriebe,Benzin,6.4,146.0,47143.0
mazda,Mazda 2,grau,10/2020,2020,14250,55.0,75.0,Schaltgetriebe,Benzin,4.1,94.0,10300.0
mazda,Mazda 3,grau,01/2020,2020,21990,90.0,122.0,Schaltgetriebe,Benzin,5.2,142.0,27177.0
mazda,Mazda CX-5,grau,10/2020,2020,33450,143.0,194.0,Automatik,Benzin,,0.0,22651.0
mazda,Mazda CX-5,grau,06/2020,2020,31990,135.0,184.0,Automatik,Diesel,,145.0,30600.0
mazda,Mazda CX-5,grau,07/2020,2020,32490,135.0,184.0,Automatik,Diesel,5.6,147.0,39290.0
mazda,Mazda 3,grau,08/2020,2020,23490,90.0,122.0,Schaltgetriebe,Hybrid,5.2,142.0,46505.0
mazda,Mazda MX-30,grau,08/2020,2020,26290,81.0,110.0,Automatik,Elektro,,,31500.0
mazda,Mazda 3,grau,01/2020,2020,20990,90.0,122.0,Automatik,Benzin,5.6,128.0,73000.0
mazda,Mazda 6,grau,03/2020,2020,20485,110.0,150.0,Schaltgetriebe,Diesel,4.5,119.0,107500.0
mazda,Mazda 6,grau,03/2020,2020,22699,110.0,150.0,Automatik,Diesel,5.1,134.0,109385.0
mazda,Mazda CX-30,grau,11/2020,2020,24898,132.0,179.0,Schaltgetriebe,Benzin,4.6,105.0,46970.0
mazda,Mazda 6,grau,01/2020,2020,24480,143.0,194.0,Automatik,Benzin,6.8,156.0,90715.0
mazda,Mazda CX-30,grau,03/2020,2020,27490,132.0,179.0,Automatik,Benzin,5.2,118.0,47542.0
mazda,Mazda 6,grau,02/2020,2020,25990,121.0,165.0,Schaltgetriebe,Benzin,6.6,150.0,22854.0
mazda,Mazda CX-30,grau,11/2020,2020,22907,90.0,122.0,Schaltgetriebe,Benzin,5.1,116.0,16592.0
mazda,Mazda 3,grau,09/2020,2020,24890,132.0,179.0,Automatik,Benzin,5.3,142.0,45057.0
mazda,Mazda 3,grau,08/2020,2020,21950,110.0,150.0,Automatik,Benzin,,,39850.0
mazda,Mazda 6,grau,10/2020,2020,33800,143.0,194.0,Automatik,Benzin,6.8,156.0,33046.0
mazda,Mazda CX-5,grau,05/2020,2020,29950,143.0,194.0,Automatik,Benzin,7.4,169.0,49950.0
mazda,Mazda 6,grau,11/2020,2020,25990,121.0,165.0,Schaltgetriebe,Benzin,6.6,150.0,42500.0
mazda,Mazda CX-5,grau,04/2020,2020,29750,143.0,194.0,Automatik,Benzin,7.4,169.0,35800.0
mazda,Mazda CX-5,grau,05/2020,2020,28890,135.0,184.0,Automatik,Diesel,5.5,145.0,34000.0
mazda,Mazda CX-5,grau,02/2020,2020,22450,110.0,150.0,Automatik,Diesel,5.5,143.0,83729.0
mazda,Mazda MX-30,rot,12/2020,2020,21323,107.0,145.0,Automatik,Elektro,,,15000.0
mazda,Mazda CX-30,rot,03/2020,2020,24990,90.0,122.0,Automatik,Benzin,6.0,136.0,48000.0
mazda,Mazda MX-30,rot,12/2020,2020,26790,81.0,110.0,Automatik,Elektro,,,15525.0
mazda,Mazda 3,rot,08/2020,2020,27499,132.0,179.0,Schaltgetriebe,Benzin,4.5,103.0,11791.0
mazda,Mazda CX-5,rot,11/2020,2020,30950,135.0,184.0,Automatik,Diesel,5.5,0.0,38272.0
mazda,Mazda CX-30,rot,01/2020,2020,27990,132.0,179.0,Automatik,Hybrid,5.6,128.0,38590.0
mazda,Mazda CX-30,rot,05/2020,2020,26480,132.0,179.0,Schaltgetriebe,Benzin,4.9,111.0,49800.0
mazda,Mazda CX-5,rot,07/2020,2020,30980,143.0,194.0,Automatik,Benzin,7.4,169.0,20690.0
mazda,Mazda 3,rot,07/2020,2020,22790,90.0,122.0,Schaltgetriebe,Benzin,5.1,116.0,20600.0
mazda,Mazda 3,rot,06/2020,2020,22950,90.0,122.0,Automatik,Benzin,5.6,128.0,21418.0
mazda,Mazda 6,rot,02/2020,2020,29890,143.0,194.0,Automatik,Benzin,6.7,153.0,11483.0
mazda,Mazda CX-30,rot,01/2020,2020,26590,90.0,122.0,Automatik,Benzin,5.5,126.0,1277.0
mazda,Mazda 3,rot,11/2020,2020,30490,132.0,179.0,Automatik,Benzin,5.5,125.0,9075.0
mazda,Mazda CX-30,rot,03/2020,2020,24990,132.0,179.0,Schaltgetriebe,Benzin,4.6,105.0,43100.0
mazda,Mazda,rot,02/2020,2020,23500,121.0,165.0,Automatik,Benzin,6.3,144.0,71415.0
mazda,Mazda 3,rot,03/2020,2020,22390,110.0,150.0,Schaltgetriebe,Benzin,5.0,114.0,50600.0
mazda,Mazda CX-5,rot,02/2020,2020,27880,135.0,184.0,Automatik,Diesel,5.5,145.0,102100.0
mazda,Mazda CX-30,rot,01/2020,2020,27990,132.0,179.0,Automatik,Benzin,5.6,128.0,38590.0
mazda,Mazda CX-30,rot,09/2020,2020,25890,90.0,122.0,Schaltgetriebe,Benzin,5.1,116.0,27041.0
mazda,Mazda MX-5,rot,07/2020,2020,24490,97.0,132.0,Schaltgetriebe,Benzin,6.1,138.0,2879.0
mazda,Mazda CX-30,rot,12/2020,2020,25800,90.0,122.0,Schaltgetriebe,Benzin,5.3,121.0,19990.0
mazda,Mazda 3,rot,11/2020,2020,23440,110.0,150.0,Automatik,Benzin,5.4,122.0,42835.0
mazda,Mazda CX-30,rot,10/2020,2020,25980,132.0,179.0,Schaltgetriebe,Benzin,4.6,105.0,18100.0
mazda,Mazda 3,rot,09/2020,2020,24490,132.0,179.0,Schaltgetriebe,Benzin,4.5,103.0,40209.0
mazda,Mazda CX-30,rot,02/2020,2020,25990,132.0,179.0,Automatik,Benzin,5.2,118.0,39171.0
mazda,Mazda CX-30,rot,10/2020,2020,27990,132.0,179.0,Schaltgetriebe,Benzin,4.6,105.0,27341.0
mazda,Mazda CX-5,rot,07/2020,2020,29900,143.0,194.0,Automatik,Benzin,7.1,,29000.0
mazda,Mazda CX-3,rot,05/2020,2020,25440,132.0,179.0,Automatik,Benzin,5.2,118.0,29986.0
mazda,Mazda 3,rot,02/2020,2020,21500,90.0,122.0,Schaltgetriebe,Benzin,5.2,119.0,5698.0
mazda,Mazda CX-5,rot,07/2020,2020,30900,135.0,184.0,Schaltgetriebe,Diesel,5.2,137.0,20445.0
mazda,Mazda 3,rot,02/2020,2020,25650,132.0,179.0,Automatik,Benzin,5.2,117.0,40162.0
mazda,Mazda CX-5,rot,07/2020,2020,26490,121.0,165.0,Schaltgetriebe,Benzin,5.8,133.0,14790.0
mazda,Mazda 6,rot,08/2020,2020,30990,143.0,194.0,Automatik,Benzin,,153.0,8890.0
mazda,Mazda,rot,08/2020,2020,32720,135.0,184.0,Automatik,Diesel,5.4,142.0,28660.0
mazda,Mazda CX-30,rot,03/2020,2020,25700,132.0,179.0,Automatik,Benzin,5.2,118.0,38017.0
mazda,Mazda MX-5,rot,04/2020,2020,28990,135.0,184.0,Schaltgetriebe,Benzin,6.9,155.0,10713.0
mazda,Mazda CX-5,rot,02/2020,2020,24800,121.0,165.0,Schaltgetriebe,Benzin,7.4,168.0,40000.0
mazda,Mazda CX-30,rot,08/2020,2020,24890,110.0,150.0,Automatik,Benzin,5.5,126.0,34157.0
mazda,Mazda CX-5,rot,04/2020,2020,33390,135.0,184.0,Schaltgetriebe,Diesel,5.2,137.0,44109.0
mazda,Mazda CX-5,rot,10/2020,2020,35390,135.0,184.0,Automatik,Diesel,5.6,147.0,18950.0
mazda,Mazda 3,rot,01/2020,2020,26800,132.0,179.0,Automatik,Benzin,6.2,142.0,18000.0
mazda,Mazda CX-3,rot,10/2020,2020,23990,90.0,122.0,Automatik,Benzin,5.5,126.0,29990.0
mazda,Mazda CX-5,rot,05/2020,2020,23985,121.0,165.0,Schaltgetriebe,Benzin,6.4,146.0,62617.0
mazda,Mazda CX-5,rot,03/2020,2020,31490,143.0,194.0,Automatik,Benzin,7.4,169.0,45947.0
mazda,Mazda CX-5,rot,10/2020,2020,31990,143.0,194.0,Automatik,Benzin,7.4,169.0,20227.0
mazda,Mazda CX-5,rot,01/2020,2020,25990,143.0,194.0,Automatik,Benzin,7.1,161.0,80200.0
mazda,Mazda 2,rot,11/2020,2020,17890,66.0,90.0,Automatik,Benzin,4.1,94.0,11040.0
mazda,Mazda 6,rot,04/2020,2020,29890,143.0,194.0,Automatik,Benzin,6.8,156.0,17500.0
mazda,Mazda CX-5,rot,04/2020,2020,25480,110.0,150.0,Schaltgetriebe,Diesel,5.0,130.0,45290.0
mazda,Mazda MX-30,rot,11/2020,2020,23990,81.0,110.0,Automatik,Elektro,,,18241.0
mazda,Mazda CX-5,rot,08/2020,2020,30750,143.0,194.0,Automatik,Benzin,7.1,161.0,67569.0
mazda,Mazda CX-5,rot,01/2020,2020,25999,121.0,165.0,Schaltgetriebe,Benzin,6.4,168.0,54000.0
mazda,Mazda CX-5,rot,01/2020,2020,27990,110.0,150.0,Automatik,Diesel,,143.0,68700.0
mazda,Mazda,rot,05/2020,2020,25990,90.0,122.0,Schaltgetriebe,Benzin,5.2,119.0,26214.0
mazda,Mazda CX-3,rot,11/2020,2020,25800,89.0,121.0,Automatik,Benzin,,,9000.0
mazda,Mazda CX-5,rot,05/2020,2020,33000,135.0,184.0,Automatik,Diesel,5.6,,58000.0
mazda,Mazda 2,rot,12/2020,2020,16990,66.0,90.0,Schaltgetriebe,Benzin,5.3,120.0,31922.0
mazda,Mazda CX-30,rot,01/2020,2020,22490,90.0,122.0,Schaltgetriebe,Benzin,5.1,116.0,45863.0
mazda,Mazda 2,rot,01/2020,2020,16350,66.0,90.0,Schaltgetriebe,Hybrid,4.1,94.0,40442.0
mazda,Mazda CX-30,rot,01/2020,2020,25490,90.0,122.0,Automatik,Benzin,5.5,146.0,54980.0
mazda,Mazda 2,rot,11/2020,2020,17990,66.0,90.0,Schaltgetriebe,Benzin,4.1,94.0,33605.0
mazda,Mazda CX-30,rot,03/2020,2020,25990,90.0,122.0,Automatik,Benzin,5.5,126.0,28381.0
mazda,Mazda 3,rot,04/2020,2020,24988,90.0,122.0,Schaltgetriebe,Benzin,5.2,119.0,8460.0
mazda,Mazda 3,rot,09/2020,2020,20782,90.0,122.0,Automatik,Benzin,6.5,147.0,78800.0
mazda,Mazda CX-30,rot,11/2020,2020,28899,132.0,179.0,Schaltgetriebe,Benzin,4.6,133.0,14507.0
mazda,Mazda CX-3,rot,04/2020,2020,24880,132.0,179.0,Schaltgetriebe,Benzin,,,32420.0
mazda,Mazda CX-30,rot,07/2020,2020,24950,110.0,150.0,Schaltgetriebe,Benzin,5.1,116.0,22933.0
mazda,Mazda 6,rot,01/2020,2020,27990,135.0,184.0,Automatik,Diesel,,,49211.0
mazda,Mazda 3,rot,12/2020,2020,26750,110.0,150.0,Schaltgetriebe,Benzin,,,19363.0
mazda,Mazda CX-5,rot,05/2020,2020,24990,121.0,165.0,Schaltgetriebe,Benzin,6.4,146.0,15000.0
mazda,Mazda CX-5,rot,05/2020,2020,23990,121.0,165.0,Schaltgetriebe,Benzin,6.4,146.0,15000.0
mazda,Mazda CX-5,rot,05/2020,2020,20990,110.0,150.0,Automatik,Diesel,5.5,171.0,105500.0
mazda,Mazda 3,rot,04/2020,2020,24950,90.0,122.0,Schaltgetriebe,Benzin,,,26312.0
mazda,Mazda,rot,01/2020,2020,24950,143.0,194.0,Automatik,Benzin,6.8,156.0,64715.0
mazda,Mazda CX-5,rot,03/2020,2020,32990,143.0,194.0,Automatik,Benzin,7.4,192.0,25000.0
mazda,Mazda CX-5,rot,02/2020,2020,28800,110.0,150.0,Automatik,Diesel,,,44000.0
mazda,Mazda CX-5,rot,06/2020,2020,32450,135.0,184.0,Automatik,Diesel,5.5,186.0,33000.0
mazda,Mazda CX-5,rot,07/2020,2020,31985,143.0,194.0,Automatik,Benzin,7.4,169.0,55709.0
mazda,Mazda MX-5,schwarz,06/2020,2020,23500,135.0,184.0,Schaltgetriebe,Benzin,6.9,155.0,32000.0
mazda,Mazda 3,schwarz,11/2020,2020,23500,110.0,150.0,Schaltgetriebe,Benzin,5.0,114.0,14400.0
mazda,Mazda MX-30,schwarz,11/2020,2020,23850,107.0,145.0,Automatik,Elektro,,,19640.0
mazda,Mazda CX-30,schwarz,02/2020,2020,25950,90.0,122.0,Schaltgetriebe,Benzin,5.1,141.0,11252.0
mazda,Mazda 3,schwarz,02/2020,2020,21790,90.0,122.0,Automatik,Benzin,5.6,128.0,53136.0
mazda,Mazda CX-5,schwarz,06/2020,2020,28924,143.0,194.0,Automatik,Benzin,7.4,169.0,43164.0
mazda,Mazda CX-5,schwarz,03/2020,2020,27900,135.0,184.0,Automatik,Diesel,5.5,145.0,83700.0
mazda,Mazda CX-5,schwarz,01/2020,2020,26990,110.0,150.0,Schaltgetriebe,Diesel,4.9,151.0,47632.0
mazda,Mazda CX-30,schwarz,07/2020,2020,26490,110.0,150.0,Schaltgetriebe,Benzin,5.1,0.0,28078.0
mazda,Mazda MX-5,schwarz,06/2020,2020,28490,97.0,132.0,Schaltgetriebe,Benzin,6.1,138.0,1100.0
mazda,Mazda MX-5,schwarz,09/2020,2020,26480,97.0,132.0,Schaltgetriebe,Benzin,6.1,138.0,6500.0
mazda,Mazda 6,schwarz,12/2020,2020,33980,135.0,184.0,Automatik,Diesel,5.1,134.0,14500.0
mazda,Mazda CX-30,schwarz,06/2020,2020,26990,90.0,122.0,Schaltgetriebe,Benzin,5.3,121.0,10000.0
mazda,Mazda CX-5,schwarz,02/2020,2020,29450,143.0,194.0,Automatik,Benzin,7.1,161.0,39079.0
mazda,Mazda MX-30,schwarz,12/2020,2020,25999,81.0,110.0,Automatik,Elektro,,,32745.0
